country,year,coal_consumption,hydro_consumption,oil_consumption,nuclear_consumption,gas_consumption
Estonia,2004,38.469,0.065,16.444,0.0,9.008
Estonia,2005,38.088,0.062,16.752,0.0,9.3
Estonia,2006,36.387,0.038,17.505,0.0,9.399
Estonia,2007,45.279,0.062,18.684,0.0,9.343
Estonia,2008,40.484,0.079,17.79,0.0,8.961
Estonia,2009,34.976,0.089,15.987,0.0,6.107
Estonia,2010,46.823,0.075,16.48,0.0,6.542
Estonia,2011,47.393,0.083,16.067,0.0,5.853
Estonia,2012,43.55,0.115,19.049,0.0,6.343
Estonia,2013,48.427,0.071,18.806,0.0,6.453
Estonia,2014,47.364,0.073,17.414,0.0,5.066
Estonia,2015,41.969,0.073,17.381,0.0,4.541
Estonia,2016,44.064,0.094,16.955,0.0,4.981
Estonia,2017,50.301,0.069,17.695,0.0,4.889
Estonia,2018,49.145,0.04,17.475,0.0,5.004
Estonia,2019,35.805,0.05,15.589,0.0,4.661
Estonia,2020,29.108,0.079,16.054,0.0,4.3
Estonia,2021,31.76,0.055,15.788,0.0,4.863
Estonia,2022,34.259,0.06,16.369,0.0,4.037
Estonia,2023,27.524,0.069,15.673,0.0,3.699
Finland,1974,29.585,37.563,136.347,0.0,4.444
Finland,1975,26.805,36.102,140.989,0.0,7.355
Finland,1976,36.12,28.038,151.264,0.0,8.618
Finland,1977,36.421,36.022,148.238,7.497,8.765
Finland,1978,49.094,28.976,149.112,9.197,9.543
Finland,1979,47.313,32.145,157.883,18.996,9.509
Finland,1980,53.688,30.212,152.029,19.788,8.946
Finland,1981,32.994,40.376,145.419,41.323,7.118
Finland,1982,36.596,38.704,134.6,47.27,6.723
Finland,1983,39.751,40.158,125.006,49.931,6.52
Finland,1984,45.783,39.173,126.754,53.163,7.468
Finland,1985,58.026,36.473,128.064,53.704,9.476
Finland,1986,53.055,36.637,134.105,53.757,11.472
Finland,1987,59.427,40.795,133.548,55.358,15.172
Finland,1988,59.5,39.513,131.877,55.099,16.32
Finland,1989,58.206,38.53,131.683,53.793,21.4
Finland,1990,61.287,32.11,133.655,54.526,25.21
Finland,1991,61.212,39.023,132.631,55.363,26.57
Finland,1992,55.714,44.671,131.241,54.651,27.59
Finland,1993,63.689,39.848,124.885,56.546,28.51
Finland,1994,77.556,34.854,129.366,55.124,31.47
Finland,1995,68.605,38.219,117.581,54.526,32.68
Finland,1996,81.747,35.07,122.375,55.263,34.189
Finland,1997,77.428,36.199,120.584,59.287,33.638
Finland,1998,63.539,44.506,125.791,62.008,38.536
Finland,1999,61.566,37.79,127.179,65.189,38.58
Finland,2000,58.327,43.349,126.426,63.784,39.41
Finland,2001,70.489,38.793,124.036,64.199,42.76
Finland,2002,76.591,31.453,126.924,62.446,42.46
Finland,2003,95.592,27.815,131.0,63.259,47.0
Finland,2004,85.879,43.425,122.123,62.815,45.28
Finland,2005,55.169,39.469,126.678,63.942,41.43
Finland,2006,86.154,32.704,122.85,62.543,44.28
Finland,2007,81.353,40.088,123.9,63.555,40.96
Finland,2008,62.044,48.086,119.764,61.907,41.881
Finland,2009,62.49,35.428,112.831,63.047,37.38
Finland,2010,78.925,35.866,117.168,60.726,41.3
Finland,2011,64.118,34.332,114.588,61.38,36.12
Finland,2012,52.502,46.227,110.057,60.482,31.945
Finland,2013,58.041,34.991,114.502,61.737,29.707
Finland,2014,52.025,36.294,108.047,61.299,26.557
Finland,2015,44.405,45.158,108.59,60.069,22.879
Finland,2016,50.921,42.295,114.299,59.606,20.077
Finland,2017,46.646,39.311,110.743,57.401,18.324
Finland,2018,48.881,35.191,110.148,57.868,21.013
Finland,2019,41.047,32.74,109.326,60.378,20.338
Finland,2020,31.429,41.714,98.078,58.697,20.718
Finland,2021,33.982,41.32,91.721,59.253,20.715
Finland,2022,33.263,35.175,98.393,63.386,11.243
Finland,2023,24.579,39.414,90.905,85.364,11.944
France,1965,518.652,138.627,637.301,2.545,50.047
France,1966,481.151,154.38,683.123,3.958,52.797
France,1967,474.751,134.181,784.79,5.891,60.339
France,1968,455.158,149.099,850.432,8.754,72.156
France,1969,454.976,156.549,982.668,10.215,83.85
France,1970,431.567,167.607,1116.331,16.205,95.529
France,1971,390.045,144.469,1216.749,26.471,113.226
France,1972,342.506,144.394,1350.957,41.402,133.888
France,1973,340.762,141.037,1506.026,41.856,157.036
France,1974,343.387,166.272,1430.988,41.74,163.959
France,1975,309.339,177.739,1307.875,51.779,182.87
France,1976,350.433,143.605,1414.784,44.77,196.453
France,1977,352.737,225.686,1358.818,50.908,205.085
France,1978,350.371,202.139,1416.052,86.408,218.779
France,1979,377.139,196.401,1408.642,113.387,242.376
France,1980,382.535,205.59,1309.014,173.801,251.72
France,1981,338.615,213.48,1181.737,298.864,255.717
France,1982,347.711,208.689,1094.396,309.059,245.772
France,1983,310.264,205.342,1068.171,409.343,261.802
France,1984,299.623,194.245,1029.906,542.629,266.992
France,1985,292.565,183.085,1012.842,635.887,285.791
France,1986,240.246,184.762,1033.265,721.169,287.415
France,1987,229.473,208.462,1040.277,753.417,290.816
France,1988,224.36,226.275,1034.02,781.795,289.361
France,1989,242.277,137.905,1061.674,862.409,283.148
France,1990,230.419,159.281,1060.053,891.209,302.754
France,1991,244.249,170.328,1141.038,940.182,331.666
France,1992,216.205,203.902,1139.611,960.343,330.99
France,1993,170.369,191.894,1101.697,1044.739,338.515
France,1994,168.882,232.993,1070.284,1021.451,323.15
France,1995,179.886,216.212,1084.53,1070.399,343.978
France,1996,189.071,195.291,1110.012,1127.458,380.146
France,1997,166.218,188.549,1112.265,1122.189,364.469
France,1998,196.861,183.608,1155.766,1100.927,388.595
France,1999,176.517,214.423,1159.908,1118.673,396.211
France,2000,171.161,196.235,1143.182,1178.028,415.964
France,2001,144.036,218.184,1142.346,1187.051,436.684
France,2002,154.588,176.289,1112.813,1223.322,435.943
France,2003,163.814,170.942,1116.964,1227.475,457.268
France,2004,157.701,171.617,1126.701,1239.486,466.925
France,2005,162.722,147.409,1104.419,1240.675,477.126
France,2006,150.376,160.205,1101.849,1229.219,460.805
France,2007,155.555,162.882,1075.509,1193.152,447.609
France,2008,147.436,178.871,1053.347,1184.978,463.865
France,2009,128.603,159.168,1010.699,1098.041,447.311
France,2010,138.146,174.068,979.68,1141.338,495.645
France,2011,123.75,123.722,963.961,1171.086,430.19
France,2012,137.549,161.174,931.179,1119.307,444.443
France,2013,146.105,193.075,919.245,1108.062,451.432
France,2014,107.208,170.209,889.426,1134.688,379.084
France,2015,102.28,146.92,902.656,1130.386,407.518
France,2016,99.514,160.417,887.998,1035.759,445.299
France,2017,109.046,130.309,901.527,1017.315,447.657
France,2018,100.205,169.104,879.651,1048.389,428.384
France,2019,79.423,147.688,872.398,1009.287,436.62
France,2020,55.982,162.052,728.389,891.721,405.828
France,2021,75.042,153.476,782.114,952.558,430.414
France,2022,64.419,115.418,777.668,737.357,383.718
France,2023,49.383,144.228,767.882,843.039,338.642
Germany,1965,1869.476,47.939,1020.57,0.332,30.976
Germany,1966,1745.339,51.848,1141.832,0.752,37.23
Germany,1967,1681.304,49.241,1187.422,3.476,47.989
Germany,1968,1705.439,49.97,1331.123,5.011,78.87
Germany,1969,1755.96,40.551,1496.942,14.009,112.316
Germany,1970,1733.998,51.847,1644.07,18.427,159.738
Germany,1971,1659.38,39.787,1712.532,17.638,211.025
Germany,1972,1619.861,39.05,1807.816,27.019,273.224
Germany,1973,1625.13,45.033,1927.148,34.351,352.331
Germany,1974,1632.119,52.156,1748.524,41.028,440.765
Germany,1975,1478.568,50.444,1698.33,68.492,465.143
Germany,1976,1560.839,40.945,1834.953,83.8,492.289
Germany,1977,1499.002,51.99,1812.366,117.062,522.791
Germany,1978,1518.483,54.297,1890.278,124.49,560.423
Germany,1979,1606.777,54.36,1949.953,147.732,619.478
Germany,1980,1643.761,56.387,1764.344,157.735,610.729
Germany,1981,1671.312,58.887,1601.384,185.951,583.939
Germany,1982,1631.48,58.365,1513.858,211.185,541.861
Germany,1983,1690.967,55.331,1482.448,221.505,563.343
Germany,1984,1745.244,54.643,1477.557,296.001,588.301
Germany,1985,1735.999,51.454,1522.741,393.396,581.491
Germany,1986,1640.377,54.917,1604.221,370.264,579.801
Germany,1987,1633.631,60.154,1562.008,402.147,628.617
Germany,1988,1614.395,59.375,1562.913,444.979,618.851
Germany,1989,1640.097,53.947,1468.383,458.744,633.358
Germany,1990,1529.691,51.259,1537.293,432.721,636.883
Germany,1991,1343.595,46.868,1607.615,418.25,669.193
Germany,1992,1214.498,55.103,1621.655,450.597,661.627
Germany,1993,1145.774,56.065,1646.873,435.559,700.113
Germany,1994,1111.452,59.716,1631.973,429.032,712.927
Germany,1995,1053.939,63.741,1631.13,437.261,777.374
Germany,1996,1049.402,55.645,1658.878,458.579,869.91
Germany,1997,1016.818,56.041,1648.927,483.308,831.034
Germany,1998,992.512,56.189,1650.717,458.542,838.65
Germany,1999,955.582,61.168,1601.107,482.389,836.191
Germany,2000,992.096,73.629,1570.435,481.26,829.246
Germany,2001,994.936,68.157,1590.963,482.924,874.482
Germany,2002,997.149,69.176,1537.78,461.706,873.128
Germany,2003,1013.62,53.134,1507.717,459.353,883.72
Germany,2004,988.11,59.782,1490.49,461.972,888.211
Germany,2005,945.387,56.232,1460.058,447.986,902.81
Germany,2006,983.311,56.996,1457.237,456.955,920.069
Germany,2007,1008.287,59.861,1319.459,381.321,886.362
Germany,2008,931.808,57.446,1399.069,401.18,895.006
Germany,2009,834.292,53.148,1339.838,361.601,844.301
Germany,2010,896.172,58.157,1357.644,374.362,880.712
Germany,2011,910.791,48.748,1313.271,285.821,808.607
Germany,2012,936.074,59.651,1305.389,261.694,811.101
Germany,2013,963.399,62.679,1334.262,254.443,849.743
Germany,2014,925.895,53.063,1298.318,252.5,738.95
Germany,2015,915.056,51.105,1296.542,237.191,769.536
Germany,2016,889.935,55.002,1321.879,217.415,848.847
Germany,2017,835.93,53.625,1347.506,194.914,877.385
Germany,2018,806.69,46.811,1279.239,192.963,858.507
Germany,2019,624.218,52.01,1292.164,189.89,892.83
Germany,2020,514.867,48.119,1168.205,162.255,871.075
Germany,2021,621.935,51.437,1155.841,173.583,917.38
Germany,2022,641.76,45.949,1179.893,86.835,775.447
Germany,2023,507.222,51.015,1114.516,17.987,756.638
Greece,1982,46.299,10.53,141.511,0.0,0.844
Greece,1983,56.778,6.919,135.798,0.0,0.804
Greece,1984,60.627,8.463,139.163,0.0,0.884
Greece,1985,70.303,8.294,141.482,0.0,0.831
Greece,1986,67.093,9.566,143.582,0.0,1.139
Greece,1987,76.595,8.22,155.962,0.0,1.3
Greece,1988,85.969,6.996,161.073,0.0,1.559
Greece,1989,92.424,5.618,177.452,0.0,1.572
Greece,1990,93.727,5.231,186.743,0.0,1.606
Greece,1991,90.171,9.164,190.554,0.0,1.587
Greece,1992,94.088,6.514,194.523,0.0,1.466
Greece,1993,94.047,6.748,198.512,0.0,1.082
Greece,1994,94.249,7.685,203.043,0.0,0.553
Greece,1995,93.932,10.435,211.813,0.0,0.51
Greece,1996,91.377,12.857,219.881,0.0,0.573
Greece,1997,98.411,11.479,222.059,0.0,1.989
Greece,1998,102.95,10.991,232.479,0.0,8.145
Greece,1999,99.029,13.578,227.012,0.0,14.604
Greece,2000,104.948,10.92,236.249,0.0,19.602
Greece,2001,108.476,6.161,239.571,0.0,19.345
Greece,2002,104.366,8.173,240.725,0.0,20.805
Greece,2003,104.927,13.822,252.75,0.0,23.52
Greece,2004,107.558,13.463,247.728,0.0,25.855
Greece,2005,106.098,14.367,249.091,0.0,26.032
Greece,2006,97.707,16.688,260.49,0.0,30.693
Greece,2007,103.016,7.328,263.441,0.0,38.868
Greece,2008,96.969,9.308,252.572,0.0,45.03
Greece,2009,98.008,14.948,236.809,0.0,37.813
Greece,2010,91.506,20.747,214.719,0.0,41.44
Greece,2011,91.849,11.065,204.578,0.0,51.1
Greece,2012,94.659,12.044,178.331,0.0,46.965
Greece,2013,81.261,17.298,164.762,0.0,41.452
Greece,2014,78.098,12.132,163.353,0.0,31.603
Greece,2015,65.441,16.422,170.199,0.0,34.127
Greece,2016,50.692,14.838,169.939,0.0,44.42
Greece,2017,55.78,10.545,174.013,0.0,53.57
Greece,2018,54.775,15.196,171.988,0.0,52.451
Greece,2019,37.175,10.543,177.219,0.0,57.583
Greece,2020,21.295,8.781,143.486,0.0,63.427
Greece,2021,19.908,15.447,152.027,0.0,69.803
Greece,2022,18.438,10.051,172.19,0.0,61.967
Greece,2023,13.223,10.253,172.08,0.0,53.822
Hong Kong,1995,65.151,0.0,115.225,0.0,0.304
Hong Kong,1996,48.416,0.0,112.907,0.0,19.269
Hong Kong,1997,40.856,0.0,111.75,0.0,30.087
Hong Kong,1998,50.788,0.0,107.22,0.0,28.226
Hong Kong,1999,43.414,0.0,114.084,0.0,31.125
Hong Kong,2000,50.45,,118.889,0.0,28.137
Hong Kong,2001,79.688,,141.335,0.0,28.397
Hong Kong,2002,61.989,,154.466,0.0,26.978
Hong Kong,2003,78.615,,155.443,0.0,17.348
Hong Kong,2004,73.406,,183.06,0.0,25.061
Hong Kong,2005,79.862,,165.109,0.0,25.119
Hong Kong,2006,79.734,,178.459,0.0,27.557
Hong Kong,2007,86.998,,191.27,0.0,25.744
Hong Kong,2008,79.722,0.0,173.348,0.0,29.781
Hong Kong,2009,83.248,0.0,196.685,0.0,28.923
Hong Kong,2010,72.423,0.0,212.637,0.0,35.943
Hong Kong,2011,86.147,0.0,214.105,0.0,28.625
Hong Kong,2012,84.797,0.0,205.138,0.0,26.359
Hong Kong,2013,90.376,0.0,209.294,0.0,24.833
Hong Kong,2014,94.726,0.0,198.13,0.0,23.87
Hong Kong,2015,77.901,0.0,217.421,0.0,30.456
Hong Kong,2016,77.895,0.0,225.198,0.0,31.266
Hong Kong,2017,72.968,0.0,254.455,0.0,31.161
Hong Kong,2018,74.941,0.0,257.581,0.0,30.174
Hong Kong,2019,71.769,0.0,240.734,0.0,31.162
Hong Kong,2020,38.231,0.0,169.066,0.0,49.443
Hong Kong,2021,42.465,0.0,151.345,0.0,48.255
Hong Kong,2022,41.766,0.0,128.301,0.0,45.324
Hong Kong,2023,40.805,0.0,159.32,0.0,48.468
Hungary,1965,126.883,0.222,44.273,0.0,13.597
Hungary,1966,121.685,0.296,48.626,0.0,16.856
Hungary,1967,105.566,0.242,51.45,0.0,21.635
Hungary,1968,104.193,0.263,53.921,0.0,27.229
Hungary,1969,105.752,0.281,60.314,0.0,32.416
Hungary,1970,107.473,0.26,70.054,0.0,36.353
Hungary,1971,104.03,0.284,78.927,0.0,37.855
Hungary,1972,101.1,0.325,85.993,0.0,40.86
Hungary,1973,101.623,0.299,96.752,0.0,48.52
Hungary,1974,96.924,0.24,105.922,0.0,51.675
Hungary,1975,92.342,0.482,119.491,0.0,57.403
Hungary,1976,93.563,0.488,125.176,0.0,68.927
Hungary,1977,95.168,0.441,133.091,0.0,74.28
Hungary,1978,95.075,0.408,147.213,0.0,81.341
Hungary,1979,95.808,0.432,138.71,0.0,85.922
Hungary,1980,93.947,0.331,134.841,0.0,92.72
Hungary,1981,94.401,0.497,128.843,0.0,94.841
Hungary,1982,98.425,0.47,122.05,0.0,99.049
Hungary,1983,92.528,0.458,115.731,7.017,98.746
Hungary,1984,90.039,0.535,121.191,10.686,100.565
Hungary,1985,88.435,0.458,123.434,18.387,102.668
Hungary,1986,87.399,0.455,114.002,21.066,108.902
Hungary,1987,87.353,0.5,119.512,31.173,108.116
Hungary,1988,82.422,0.5,110.646,38.15,106.938
Hungary,1989,73.827,0.467,107.247,39.416,108.948
Hungary,1990,71.609,0.526,108.445,38.962,103.659
Hungary,1991,66.683,0.574,92.83,38.948,102.789
Hungary,1992,60.135,0.467,98.92,39.623,90.36
Hungary,1993,54.17,0.491,87.672,39.146,97.238
Hungary,1994,51.387,0.476,93.518,39.864,98.196
Hungary,1995,50.547,0.482,89.09,39.799,106.704
Hungary,1996,49.917,0.612,82.263,40.236,119.062
Hungary,1997,47.682,0.639,84.159,39.634,112.914
Hungary,1998,46.272,0.458,89.277,39.58,113.698
Hungary,1999,48.171,0.535,85.231,39.998,115.196
Hungary,2000,44.993,0.526,82.531,40.236,112.308
Hungary,2001,42.75,0.546,79.735,39.822,124.565
Hungary,2002,41.247,0.566,74.154,39.081,125.727
Hungary,2003,42.21,0.496,72.272,30.649,138.235
Hungary,2004,40.024,0.591,76.82,32.948,136.213
Hungary,2005,35.594,0.578,87.89,38.012,140.653
Hungary,2006,35.729,0.529,91.522,36.754,133.242
Hungary,2007,36.335,0.594,91.202,39.824,124.497
Hungary,2008,35.294,0.599,86.559,39.957,122.822
Hungary,2009,29.717,0.637,84.226,41.34,106.436
Hungary,2010,31.309,0.522,79.047,41.978,114.154
Hungary,2011,31.547,0.612,77.141,41.521,109.135
Hungary,2012,30.353,0.584,72.018,41.554,97.4
Hungary,2013,26.577,0.581,70.436,40.196,90.801
Hungary,2014,26.271,0.815,78.382,40.681,81.196
Hungary,2015,27.226,0.63,83.994,40.919,87.107
Hungary,2016,25.507,0.693,83.439,41.24,93.362
Hungary,2017,26.144,0.585,90.399,41.109,99.341
Hungary,2018,24.698,0.587,96.89,39.943,96.224
Hungary,2019,21.387,0.577,97.931,41.2,98.44
Hungary,2020,19.595,0.641,89.379,40.461,101.93
Hungary,2021,15.938,0.555,97.098,40.15,108.104
Hungary,2022,14.471,0.464,96.338,39.558,91.91
Hungary,2023,10.097,0.576,93.542,39.678,81.848
Iceland,2007,1.278,23.734,10.292,0.0,0.0
India,1965,413.407,56.676,146.995,0.0,2.373
India,1966,412.415,59.186,164.15,0.0,2.663
India,1967,419.285,66.229,169.36,0.0,3.559
India,1968,433.825,76.435,189.771,0.0,3.954
India,1969,460.841,84.864,227.929,2.057,4.745
India,1970,436.809,90.0,226.891,3.712,6.328
India,1971,442.872,98.717,243.332,2.759,6.706
India,1972,467.683,95.815,262.383,2.621,7.356
India,1973,461.449,102.036,276.959,5.543,7.337
India,1974,520.856,98.181,271.543,5.104,8.304
India,1975,559.906,117.299,278.093,6.082,10.631
India,1976,583.035,122.71,293.259,7.537,12.914
India,1977,610.346,133.883,315.044,5.254,13.793
India,1978,590.664,166.109,342.375,6.421,15.405
India,1979,627.493,160.176,369.473,6.659,19.159
India,1980,659.565,163.94,376.816,6.947,11.331
India,1981,742.142,174.708,405.655,6.997,19.782
India,1982,733.904,147.435,422.656,6.12,25.935
India,1983,779.048,142.064,444.353,8.728,30.858
India,1984,818.311,158.738,477.067,11.462,35.341
India,1985,857.397,153.211,517.636,12.791,43.228
India,1986,921.24,155.445,544.259,14.246,60.4
India,1987,1011.63,144.782,561.767,15.098,69.577
India,1988,1085.557,161.496,616.501,17.243,81.505
India,1989,1179.941,187.384,667.773,11.412,96.905
India,1990,1276.025,196.335,694.058,18.146,115.927
India,1991,1357.878,218.577,706.101,15.362,129.108
India,1992,1438.256,207.169,744.187,18.171,144.347
India,1993,1489.625,209.155,752.043,17.669,146.671
India,1994,1537.287,237.186,808.267,14.032,158.569
India,1995,1631.613,224.497,901.352,21.607,180.778
India,1996,1678.483,204.202,972.761,23.839,197.317
India,1997,1755.363,207.613,1039.856,28.579,214.526
India,1998,1813.659,247.301,1113.507,32.266,235.429
India,1999,1796.674,243.211,1219.453,36.116,241.234
India,2000,1911.166,227.66,1277.51,44.743,253.627
India,2001,1926.953,211.588,1281.096,53.248,254.277
India,2002,2012.79,200.071,1324.242,54.205,265.544
India,2003,2107.983,200.968,1347.694,50.487,284.269
India,2004,2243.529,289.998,1426.856,58.778,306.691
India,2005,2456.113,278.954,1450.128,48.709,343.256
India,2006,2549.865,320.442,1532.039,48.142,358.772
India,2007,2790.272,346.703,1637.482,48.384,388.103
India,2008,3020.762,323.632,1719.259,41.07,399.877
India,2009,3268.266,296.971,1806.79,45.065,491.081
India,2010,3348.546,301.828,1848.416,61.478,589.616
India,2011,3478.864,363.327,1935.765,85.302,602.859
India,2012,3787.818,317.451,2051.67,87.196,556.991
India,2013,4009.729,359.709,2065.656,87.111,490.193
India,2014,4401.073,376.555,2125.494,90.17,485.016
India,2015,4490.47,358.926,2296.038,98.993,478.068
India,2016,4587.692,343.682,2514.262,97.354,507.91
India,2017,4737.157,361.465,2588.196,95.548,535.999
India,2018,4981.602,369.748,2704.512,99.143,579.963
India,2019,4989.023,427.202,2791.946,114.238,592.498
India,2020,4714.672,429.933,2537.853,112.433,603.601
India,2021,5352.792,419.553,2588.831,110.276,623.727
India,2022,5562.658,456.08,2804.53,115.57,582.508
India,2023,6105.902,387.486,2936.974,120.159,626.103
Indonesia,1965,1.5,5.397,72.544,0.0,5.075
Indonesia,1966,1.838,7.018,69.864,0.0,5.176
Indonesia,1967,1.291,7.88,67.403,0.0,6.323
Indonesia,1968,0.965,9.736,71.299,0.0,6.425
Indonesia,1969,1.163,10.18,76.334,0.0,12.109
Indonesia,1970,1.012,12.376,80.993,0.0,12.576
Indonesia,1971,1.163,4.077,83.944,0.0,12.718
Indonesia,1972,1.163,3.646,90.784,0.0,12.474
Indonesia,1973,0.779,4.6,108.375,0.0,8.12
Indonesia,1974,0.849,5.097,113.22,0.0,11.439
Indonesia,1975,1.082,5.345,129.848,0.0,23.649
Indonesia,1976,1.082,3.136,139.897,0.0,23.852
Indonesia,1977,1.163,5.214,164.958,0.0,50.75
Indonesia,1978,1.547,3.724,185.917,0.0,58.667
Indonesia,1979,2.326,4.143,202.276,0.0,75.719
Indonesia,1980,2.942,3.751,227.564,0.0,71.354
Indonesia,1981,3.14,3.737,249.523,0.0,71.253
Indonesia,1982,2.966,4.077,259.334,0.0,67.701
Indonesia,1983,2.966,6.129,253.853,0.0,90.842
Indonesia,1984,3.105,6.691,273.572,0.0,106.067
Indonesia,1985,10.467,8.181,268.883,0.0,125.454
Indonesia,1986,16.817,13.173,275.736,0.0,135.299
Indonesia,1987,26.365,13.552,285.61,0.0,139.968
Indonesia,1988,27.54,14.885,300.383,0.0,148.596
Indonesia,1989,41.333,18.57,318.608,0.0,166.358
Indonesia,1990,39.788,19.198,366.263,0.0,171.73
Indonesia,1991,40.266,21.909,390.092,0.0,197.687
Indonesia,1992,49.151,28.522,420.51,0.0,215.596
Indonesia,1993,57.297,26.291,448.465,0.0,228.691
Indonesia,1994,57.317,23.605,443.341,0.0,270.831
Indonesia,1995,63.077,24.523,490.82,0.0,285.584
Indonesia,1996,75.189,26.094,527.91,0.0,297.305
Indonesia,1997,92.729,17.345,584.765,0.0,310.114
Indonesia,1998,99.512,30.645,557.096,0.0,298.99
Indonesia,1999,136.964,30.693,583.229,0.0,324.917
Indonesia,2000,153.069,29.617,636.953,0.0,330.052
Indonesia,2001,194.332,34.24,659.327,0.0,341.346
Indonesia,2002,200.456,28.993,662.412,0.0,371.034
Indonesia,2003,269.087,26.388,680.47,0.0,395.582
Indonesia,2004,247.381,27.877,720.131,0.0,362.022
Indonesia,2005,283.749,30.71,719.417,0.0,363.936
Indonesia,2006,330.789,27.381,692.644,0.0,371.114
Indonesia,2007,417.329,31.913,730.724,0.0,346.42
Indonesia,2008,366.071,32.395,745.417,0.0,396.947
Indonesia,2009,378.321,31.792,748.949,0.0,421.008
Indonesia,2010,429.619,48.451,792.665,0.0,440.476
Indonesia,2011,496.265,34.259,849.753,0.0,427.343
Indonesia,2012,505.706,35.094,893.519,0.0,429.712
Indonesia,2013,440.756,46.122,863.646,0.0,424.562
Indonesia,2014,469.07,41.073,860.028,0.0,425.732
Indonesia,2015,532.274,37.003,820.596,0.0,440.371
Indonesia,2016,544.316,49.999,791.461,0.0,454.212
Indonesia,2017,566.109,49.586,848.762,0.0,445.182
Indonesia,2018,655.729,57.244,875.545,0.0,452.81
Indonesia,2019,801.231,55.78,853.313,0.0,454.684
Indonesia,2020,765.38,63.884,751.479,0.0,425.805
Indonesia,2021,763.23,64.624,782.501,0.0,429.344
Indonesia,2022,1216.511,71.162,858.094,0.0,440.48
Indonesia,2023,1199.906,63.877,860.064,0.0,454.45
Iran,1965,2.454,5.083,81.94,0.0,7.813
Iran,1966,2.698,5.462,89.685,0.0,8.192
Iran,1967,2.977,5.881,99.205,0.0,8.588
Iran,1968,3.28,6.325,109.472,0.0,9.173
Iran,1969,3.617,6.808,119.566,0.0,10.764
Iran,1970,3.989,7.331,129.196,0.0,25.525
Iran,1971,2.81,7.88,141.647,0.0,29.543
Iran,1972,4.391,10.35,157.659,0.0,33.818
Iran,1973,7.383,8.769,189.242,0.0,41.077
Iran,1974,8.086,9.657,219.959,0.0,41.765
Iran,1975,14.979,10.141,257.92,0.0,42.609
Iran,1976,14.805,11.343,292.325,0.0,47.996
Iran,1977,14.977,11.722,339.159,0.0,49.081
Iran,1978,9.152,18.361,340.151,0.0,38.008
Iran,1979,13.21,15.917,357.921,0.0,50.921
Iran,1980,13.911,16.505,330.285,0.0,45.354
Iran,1981,11.617,18.021,328.618,0.0,49.28
Iran,1982,15.669,18.91,357.879,0.0,67.491
Iran,1983,14.783,18.504,435.68,0.0,77.133
Iran,1984,11.429,17.302,471.644,0.0,89.789
Iran,1985,11.245,17.443,518.389,0.0,96.864
Iran,1986,11.075,20.847,478.297,0.0,93.055
Iran,1987,10.894,23.112,498.836,0.0,113.918
Iran,1988,11.242,24.383,500.279,0.0,123.675
Iran,1989,8.259,19.906,536.641,0.0,156.168
Iran,1990,8.261,21.826,553.211,0.0,227.985
Iran,1991,11.792,16.58,586.546,0.0,265.31
Iran,1992,10.386,27.216,630.639,0.0,305.183
Iran,1993,12.767,31.146,691.704,0.0,165.132
Iran,1994,12.818,20.391,714.483,0.0,261.053
Iran,1995,12.005,24.611,702.648,0.0,318.68
Iran,1996,12.558,26.063,737.468,0.0,374.794
Iran,1997,12.872,17.567,758.171,0.0,397.523
Iran,1998,14.989,22.142,736.062,0.0,462.313
Iran,1999,14.265,15.208,752.266,0.0,549.726
Iran,2000,15.16,11.18,775.711,0.0,594.409
Iran,2001,14.862,12.11,799.744,0.0,665.327
Iran,2002,14.082,23.386,806.609,0.0,782.203
Iran,2003,15.257,27.806,810.283,0.0,802.767
Iran,2004,15.971,34.387,848.906,0.0,932.56
Iran,2005,18.103,41.371,910.154,0.0,970.469
Iran,2006,17.474,52.666,991.934,0.0,1057.84
Iran,2007,18.215,50.781,999.074,0.0,1185.522
Iran,2008,14.342,20.901,1029.706,0.0,1257.867
Iran,2009,9.255,18.775,1002.677,0.0,1347.944
Iran,2010,13.364,28.455,944.471,0.0,1443.894
Iran,2011,13.733,29.473,951.432,0.283,1531.926
Iran,2012,10.651,34.28,976.54,3.82,1525.455
Iran,2013,8.863,39.857,1053.179,11.129,1538.345
Iran,2014,10.552,39.293,973.796,10.579,1734.009
Iran,2015,12.695,35.687,837.791,9.033,1840.195
Iran,2016,10.56,41.285,852.63,16.632,1963.19
Iran,2017,11.982,45.859,868.529,17.768,2050.04
Iran,2018,15.849,26.029,907.478,17.481,2126.434
Iran,2019,18.933,89.267,952.377,16.215,2183.896
Iran,2020,21.418,60.943,917.405,15.953,2367.673
Iran,2021,20.834,36.181,956.291,8.88,2295.314
Iran,2022,21.504,36.51,993.278,16.427,2394.013
Iran,2023,21.891,58.845,972.781,16.539,2455.535
Iraq,1965,,0.209,18.065,0.0,4.731
Iraq,1966,,0.274,19.331,0.0,5.766
Iraq,1967,,0.314,20.709,0.0,4.598
Iraq,1968,,0.379,22.232,0.0,4.608
Iraq,1969,,0.418,23.81,0.0,7.239
Iraq,1970,,0.51,31.238,0.0,7.41
Iraq,1971,,0.591,33.48,0.0,8.788
Iraq,1972,,0.591,40.729,0.0,8.883
Iraq,1973,,0.858,39.859,0.0,8.645
Iraq,1974,,1.183,39.219,0.0,7.942
Iraq,1975,,1.363,39.174,0.0,12.302
